what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1362269928812
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1362269928812
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1362269928812
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1362269928812
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1362269928812
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1362269928812
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1362269928812
started,bundle,org.eclipse.egit.core,2.1.0.201209190230-r,"org.eclipse.egit.core",1362269928812
started,bundle,org.eclipse.egit.ui,2.1.0.201209190230-r,"org.eclipse.egit.ui",1362269928812
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1362269928812
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1362269928812
started,bundle,org.eclipse.jgit,2.1.0.201209190230-r,"org.eclipse.jgit",1362269928812
os,sysinfo,,,"win32",1362269928812
arch,sysinfo,,,"x86",1362269928812
ws,sysinfo,,,"win32",1362269928812
locale,sysinfo,,,"en_CA",1362269928812
processors,sysinfo,,,"4",1362269928812
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362269928812
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1362269928812
java.specification.name,sysinfo,,,"Java Platform API Specification",1362269928812
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362269928812
java.specification.version,sysinfo,,,"1.6",1362269928812
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1362269928812
java.version,sysinfo,,,"1.6.0_23",1362269928812
java.vm.info,sysinfo,,,"mixed mode",1362269928812
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362269928812
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362269928812
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362269928812
java.vm.specification.version,sysinfo,,,"1.0",1362269928812
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1362269928812
java.vm.version,sysinfo,,,"19.0-b09",1362269928812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362269930169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362271279673
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362271279689
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362271283479
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362271296973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275380912
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1362275484412
executed,command,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project.commands.quartus",1362275485462
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1362275485522
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1362275485572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275487312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275500072
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275501502
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275513382
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362275515242
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1362275515462
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1362275517142
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1362275517142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275518712
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1362275530072
started,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.263,"com.altera.debug.cdi.gdb.plugin",1362275535692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275535912
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275537842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275545312
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1362275545332
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1362275547352
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1362275547352
opened,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362275548892
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1362275549112
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1362275549122
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275564847
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275581527
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275581557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275583897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275587317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275588757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275600527
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362275605997
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1362275608509
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275611339
activated,view,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1362275614242
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275618572
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275618582
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362275642922
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275652662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275658932
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275659232
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275659382
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275659432
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275659442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275659472
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275663242
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362275664502
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275672662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275679962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275680272
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275680342
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275680372
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275680392
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275680472
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275684071
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275684991
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275686768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362275694208
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275695858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362275711488
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362275713618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275769739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275783509
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275785309
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275826999
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362275837139
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362276270374
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1362276272634
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362276280174
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362276313954
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1362276318494
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362276325214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362276329964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278127527
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278127547
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278133057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278134027
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1362278137497
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278137507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278158447
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278168677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362278172267
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362278178217
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278179877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278181929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278182479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278184709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278187289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278190159
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278190689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278194579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278217809
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278224529
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278227019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362278234959
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362278240505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278252591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278253791
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1362278253791
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1362278253791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278259821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278266191
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278266981
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278267041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278267061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278270671
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278274021
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362278277801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278281721
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278294541
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278294651
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278319922
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278345482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278356932
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278359182
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278414742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278415932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1362278417902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1362278436422
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278437982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278448872
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278464222
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1362278469782
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278472562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1362278477922
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1362278487902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278489962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1362278491082
